NAME,PHONE,WEBSITE,ADDRESS,EMAIL
 McDonald's, 089 30777866 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/hohenzollernstrasse-152/6&cid=listing_0006," Hohenzollernstraße 152, 80797 München ",
 McDonald's, 089 34023191 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/feilitzschstrasse-13/300&cid=listing_0300," Feilitzschstraße 13, 80802 München ",
 McDonald's, 089 221048 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/tal-6/132&cid=listing_0132," Tal 6, 80331 München ",
 McDonald's, 089 54212820 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/augustenstrasse-53/19&cid=listing_0019," Augustenstraße 53, 80333 München ",
 McDonald's, 089 54505776 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/karlsplatz-10/583&cid=listing_0583," Karlsplatz 10, 80335 München ",
 McDonald's, 089 31698927 ,https://www.mcdonalds.com/de/de-de.html," Maria-Probst-Straße 1, 80939 München ",
 McDonald's, 089 55077787 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/bahnhofplatz-2/1419&cid=listing_1419," S-Bahnhof, Bahnhofpl. 2, 80335 München ",
 McDonald's, 089 51114922 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/hackerbrucke-4/1719&cid=listing_1719," Hackerbrücke 4, 80335 München ",
 McDonald's, 089 54379812 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/goethestrasse-74/8&cid=listing_0008," Goethestraße 74, 80336 München ",
 McDonald's, 089 32198870 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/situlistrasse-6/1101&cid=listing_1101," Situlistraße 6, 80939 München ",
 McDonald's, 089 44119555 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/regerstrasse-25/1372&cid=listing_1372," Regerstraße 25, 81541 München ",
 McDonald's, 089 69380366 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/martin-luther-strasse-26/1&cid=listing_0001," Martin-Luther-Straße 26, 81539 München ",
 McDonald's, 089 89623248 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/landsberger-strasse-412a/335&cid=listing_0335," Landsberger Str. 412 A, 81241 München ",
 McDonald's, 089 32189910 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/frankfurter-ring-243/1454&cid=listing_1454," Frankfurter Ring 243, 80807 München ",
 McDonald's, 089 1498950 ,https://www.mcdonalds.com/de/de-de/restaurant-suche.html/l/munchen/hanauer-strasse-83/228&cid=listing_0228," Hanauer Str. 83, 80993 München ",
